O*NET-SOC 2010 (CÓDIGO),O*NET-SOC 2010 (NOME),2010 SOC (CÓDIGO),2010 SOC (TÍTULO),Isco08 (CÓDIGO),Isco08 (TÍTULO),PNAD CONTÍNUA _ COD(CÓDIGO),PNAD CONTÍNUA _COD(TÍTULO),CBO CÓDIGO,CBO TÍTULO
15-2099.00,"Mathematical Science Occupations, All Other",15-2099,"Mathematical Science Occupations, All Other",3314,"Statistical, mathematical and related associate professionals",3314,"Profissionais de nível médio de serviços estatísticos, matemáticos e afins",211115,Matemático
17-1011.00,"Architects, Except Landscape and Naval",17-1011,"Architects, Except Landscape and Naval",2161,Building architects,2161,Arquitetos de edificações,214105,Arquiteto de edificações
17-1012.00,Landscape Architects,17-1012,Landscape Architects,2162,Landscape architects,2162,Arquitetos paisagistas,214115,Arquiteto de patrimônio
17-1021.00,Cartographers and Photogrammetrists,17-1021,Cartographers and Photogrammetrists,2165,Cartographers and surveyors,2165,Cartógrafos e agrimensores,214805,Engenheiro agrimensor
17-1022.00,Surveyors,17-1022,Surveyors,2165,Cartographers and surveyors,2165,Cartógrafos e agrimensores,214805,Engenheiro agrimensor
17-1022.01,Geodetic Surveyors,17-1022,Surveyors,2165,Cartographers and surveyors,2165,Cartógrafos e agrimensores,214805,Engenheiro agrimensor
17-2011.00,Aerospace Engineers,17-2011,Aerospace Engineers,2144,Mechanical engineers,2144,Engenheiros mecânicos,202105,Engenheiro mecatrônico
17-2021.00,Agricultural Engineers,17-2021,Agricultural Engineers,2144,Mechanical engineers,2144,Engenheiros mecânicos,202105,Engenheiro mecatrônico
17-2031.00,Biomedical Engineers,17-2031,Biomedical Engineers,2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2041.00,Chemical Engineers,17-2041,Chemical Engineers,2145,Chemical engineers,2145,Engenheiros químicos,203230,Pesquisador de engenharia química
17-2051.00,Civil Engineers,17-2051,Civil Engineers,2142,Civil engineers,2142,Engenheiros civis,203205,Pesquisador de engenharia civil
17-2051.01,Transportation Engineers,17-2051,Civil Engineers,2142,Civil engineers,2142,Engenheiros civis,203205,Pesquisador de engenharia civil
17-2061.00,Computer Hardware Engineers,17-2061,Computer Hardware Engineers,2152,Electronics engineers,2152,Engenheiros eletrônicos,214310,Engenheiro eletrônico
17-2071.00,Electrical Engineers,17-2071,Electrical Engineers,2151,Electrical engineers,2151,Engenheiros eletricistas,203215,Pesquisador de engenharia elétrica e eletrônica
17-2072.00,"Electronics Engineers, Except Computer",17-2072,"Electronics Engineers, Except Computer",2152,Electronics engineers,2152,Engenheiros eletrônicos,214310,Engenheiro eletrônico
17-2072.01,Radio Frequency Identification Device Specialists,17-2072,"Electronics Engineers, Except Computer",2152,Electronics engineers,2152,Engenheiros eletrônicos,214310,Engenheiro eletrônico
17-2081.00,Environmental Engineers,17-2081,Environmental Engineers,2143,Environmental engineers,2143,Engenheiros de meio ambiente,214005,Engenheiro ambiental
17-2081.01,Water/Wastewater Engineers,17-2081,Environmental Engineers,2143,Environmental engineers,2143,Engenheiros de meio ambiente,214005,Engenheiro ambiental
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2111.01,Industrial Safety and Health Engineers,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2111.02,Fire-Prevention and Protection Engineers,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2111.03,Product Safety Engineers,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2112.00,Industrial Engineers,17-2112,Industrial Engineers,2141,Industrial and production engineers,2141,Engenheiros industriais e de produção,214905,Engenheiro de produção
17-2112.01,Human Factors Engineers and Ergonomists,17-2112,Industrial Engineers,2141,Industrial and production engineers,2141,Engenheiros industriais e de produção,214905,Engenheiro de produção
17-2121.00,Marine Engineers and Naval Architects,17-2121,Marine Engineers and Naval Architects,2144,Mechanical engineers,2144,Engenheiros mecânicos,202105,Engenheiro mecatrônico
17-2121.01,Marine Engineers,17-2121,Marine Engineers and Naval Architects,2144,Mechanical engineers,2144,Engenheiros mecânicos,202105,Engenheiro mecatrônico
17-2121.02,Marine Architects,17-2121,Marine Engineers and Naval Architects,2144,Mechanical engineers,2144,Engenheiros mecânicos,202105,Engenheiro mecatrônico
17-2131.00,Materials Engineers,17-2131,Materials Engineers,2146,"Mining engineers, metallurgists and related professionals",2146,"Engenheiros de minas, metalúrgicos e afins",203225,"Pesquisador de engenharia metalúrgica, de minas e de materiais"
17-2141.00,Mechanical Engineers,17-2141,Mechanical Engineers,2144,Mechanical engineers,2144,Engenheiros mecânicos,202105,Engenheiro mecatrônico
17-2141.01,Fuel Cell Engineers,17-2141,Mechanical Engineers,2144,Mechanical engineers,2144,Engenheiros mecânicos,202105,Engenheiro mecatrônico
17-2141.02,Automotive Engineers,17-2141,Mechanical Engineers,2144,Mechanical engineers,2144,Engenheiros mecânicos,202105,Engenheiro mecatrônico
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",2146,"Mining engineers, metallurgists and related professionals",2146,"Engenheiros de minas, metalúrgicos e afins",203225,"Pesquisador de engenharia metalúrgica, de minas e de materiais"
17-2161.00,Nuclear Engineers,17-2161,Nuclear Engineers,2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2171.00,Petroleum Engineers,17-2171,Petroleum Engineers,2146,"Mining engineers, metallurgists and related professionals",2146,"Engenheiros de minas, metalúrgicos e afins",203225,"Pesquisador de engenharia metalúrgica, de minas e de materiais"
17-2199.00,"Engineers, All Other",17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.01,Biochemical Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.02,Validation Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.03,Energy Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.04,Manufacturing Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.05,Mechatronics Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.06,Microsystems Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.07,Photonics Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.08,Robotics Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.09,Nanosystems Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.10,Wind Energy Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-2199.11,Solar Energy Systems Engineers,17-2199,"Engineers, All Other",2149,Engineering professionals not elsewhere classified,2149,Engenheiros não classificados anteriormente,203210,Pesquisador de engenharia e tecnologia (outras áreas da engenharia)
17-3011.00,Architectural and Civil Drafters,17-3011,Architectural and Civil Drafters,3118,Draughtspersons,3118,Desenhistas e projetistas técnicos,318005,Desenhista técnico
17-3011.01,Architectural Drafters,17-3011,Architectural and Civil Drafters,3118,Draughtspersons,3118,Desenhistas e projetistas técnicos,318005,Desenhista técnico
17-3011.02,Civil Drafters,17-3011,Architectural and Civil Drafters,3118,Draughtspersons,3118,Desenhistas e projetistas técnicos,318005,Desenhista técnico
17-3012.00,Electrical and Electronics Drafters,17-3012,Electrical and Electronics Drafters,3118,Draughtspersons,3118,Desenhistas e projetistas técnicos,318005,Desenhista técnico
